"dish_liked","cuisine_type","location","restuarant_type"
"Badam Milk","Fast Food","Sahakara Nagar","Sweet Shop"
"Badam Milk","Fast Food","Sahakara Nagar"," Quick Bites"
"Badam Milk","Fast Food","Brigade Road","Casual Dining"
"Badam Milk","Fast Food","Electronic City","Quick Bites"
"Badam Milk","Fast Food","JP Nagar","Dessert Parlor"
"Badam Milk","Fast Food","Koramangala 3rd Block","Sweet Shop"
"Badam Milk","Fast Food","Koramangala 5th Block","Casual Dining"
"Badam Milk","Fast Food","Malleshwaram","Casual Dining"
"Badam Milk","Fast Food","Koramangala 5th Block","Quick Bites"
"Badam Milk","Fast Food","Indiranagar","Takeaway"
"Badam Milk","Fast Food","Koramangala 7th Block","Casual Dining"
"Badam Milk","Fast Food","HSR","Quick Bites"
"Badam Milk","Fast Food","Banaswadi","Quick Bites"
"Badam Milk","Fast Food","Banashankari","Sweet Shop"
"Badam Milk","Fast Food","Basavanagudi","Quick Bites"
"Badam Milk","Fast Food","Sahakara Nagar","Takeaway"
"Badam Milk","Fast Food","Malleshwaram","Sweet Shop"
"Badam Milk","Fast Food","Yeshwantpur","Quick Bites"
"Badam Milk","Fast Food","Yeshwantpur"," Sweet Shop"
"Badam Milk","Fast Food","Kammanahalli","Quick Bites"
"Badam Milk","Fast Food","RT Nagar","Casual Dining"
"Badam Milk","Fast Food","Basavanagudi","Sweet Shop"
"Badam Milk","Fast Food","Basavanagudi"," Quick Bites"
"Badam Phirni","Biryani","Residency Road","Quick Bites"
"Badami Holige","South Indian","Malleshwaram","Quick Bites"
"Badami Kheer","North Indian","Kalyan Nagar","Casual Dining"
"Bagel","Burger","Brigade Road","Quick Bites"
"Bagel","Burger","Brigade Road"," Dessert Parlor"
"Baingan Bartha","North Indian","Marathahalli","Delivery"
"Baingan Bharta","North Indian","Bannerghatta Road","Quick Bites"
"Bajji","South Indian","Shivajinagar","Quick Bites"
"Bajji","South Indian","JP Nagar","Casual Dining"
"Baked Beans","Continental","Koramangala 6th Block","Quick Bites"
"Baked Bread","Bakery","Frazer Town","Bakery"
"Baked Bread","Bakery","Frazer Town"," Quick Bites"
"Baked Chicken","Continental","Sarjapur Road","Takeaway"
"Baked Chicken","Continental","Sarjapur Road"," Delivery"
"Baked Chicken","Continental","Old Airport Road",""
"Baked Nacho","North Indian","Electronic City","Casual Dining"
"Baked Salmon","Italian","Whitefield","Fine Dining"
"Baked Yogurt","Continental","Indiranagar","Takeaway"
"Baked Yogurt","Continental","Indiranagar"," Delivery"
"Baklava","North Indian","Koramangala 1st Block","Quick Bites"
"Baklava","North Indian","Koramangala 7th Block","Casual Dining"
"Baklava","North Indian","Koramangala 5th Block","Dessert Parlor"
"Baklava","North Indian","Indiranagar","Casual Dining"
"Baklava","North Indian","Frazer Town","Quick Bites"
"Baklava","North Indian","Frazer Town"," Bakery"
"Baklava","North Indian","Koramangala 5th Block","Casual Dining"
"Baklava","North Indian","Koramangala 5th Block"," Bar"
"Baklava","North Indian","Kammanahalli","Casual Dining"
"Baklava Ice Cream","Desserts","Koramangala 5th Block","Dessert Parlor"
"Balti Gosht","Mughlai","Brigade Road","Casual Dining"
"Balti Gosht","Mughlai","Brigade Road"," Bar"
"Bamboo Biryani","Andhra","Whitefield","Casual Dining"
"Bamboo Biryani","Andhra","Cunningham Road","Casual Dining"
"Bamboo Biryani","Andhra","Sarjapur Road","Casual Dining"
"Bamboo Biryani","Andhra","BTM","Casual Dining"
"Bamboo Biryani","Andhra","HSR","Casual Dining"
"Bamboo Chicken","Biryani","Marathahalli","Casual Dining"
"Bamboo Chicken","Biryani","Sarjapur Road","Casual Dining"
"Bamboo Chicken","Biryani","Kammanahalli","Casual Dining"
"Bamboo Chicken","Biryani","Kammanahalli"," Bar"
"Bamboo Chicken","Biryani","Koramangala 5th Block","Casual Dining"
"Bamboo Chicken","Biryani","Rajajinagar","Casual Dining"
"Bamboo Chicken","Biryani","Rajajinagar"," Bar"
"Bamboo Chicken","Biryani","New BEL Road","Casual Dining"
"Bamboo Chicken","Biryani","Brookefield","Casual Dining"
"Bamboo Chicken","Biryani","Whitefield","Casual Dining"
"Bamboo Chicken","Biryani","Bellandur","Casual Dining"
"Bamboo Chicken","Biryani","JP Nagar","Casual Dining"
"Bamboo Chicken","Biryani","JP Nagar"," Bar"
"Bamboo Chicken","Biryani","Electronic City","Casual Dining"
"Bamboo Chicken","Biryani","Marathahalli"," Bar"
"Bamboo Chicken Biryani","North Indian","HSR","Casual Dining"
"Bamboo Chicken Biryani","North Indian","Jayanagar","Casual Dining"
"Bamboo Chicken Biryani","North Indian","Yeshwantpur","Quick Bites"
"Bamboo Rice","Chinese","HSR","Casual Dining"
"Bamboo Shoot Pork","North Indian","Koramangala 7th Block","Casual Dining"
"Banana Cake","Tea","Whitefield","Beverage Shop"
"Banana Cake","Tea","Whitefield"," Quick Bites"
"Banana Cake","Tea","BTM","Beverage Shop"
"Banana Cake","Tea","BTM"," Quick Bites"
"Banana Cake","Tea","Jayanagar","Beverage Shop"
"Banana Cake","Tea","Jayanagar"," Quick Bites"
"Banana Cake","Tea","Brookefield","Beverage Shop"
"Banana Cake","Tea","Brookefield"," Quick Bites"
"Banana Cake","Tea","Bannerghatta Road","Beverage Shop"
"Banana Cake","Tea","Bannerghatta Road"," Quick Bites"
"Banana Cake","Tea","HSR","Beverage Shop"
"Banana Cake","Tea","HSR"," Quick Bites"
"Banana Cake","Tea","Residency Road","Beverage Shop"
"Banana Cake","Tea","Residency Road"," Quick Bites"
"Banana Cake","Tea","MG Road","Beverage Shop"
"Banana Cake","Tea","MG Road"," Quick Bites"
"Banana Cake","Tea","Cunningham Road","Beverage Shop"
"Banana Cake","Tea","Cunningham Road"," Quick Bites"
"Banana Cake","Tea","Koramangala 6th Block","Beverage Shop"
"Banana Cake","Tea","Koramangala 6th Block"," Quick Bites"
"Banana Cake","Tea","Marathahalli","Beverage Shop"
"Banana Caramel","Desserts","New BEL Road","Dessert Parlor"
"Banana Caramel","Desserts","New BEL Road"," Quick Bites"
"Banana Chips","North Eastern","Lavelle Road","Casual Dining"
"Banana Chips","North Eastern","Lavelle Road"," Bar"
"Banana Dosa","South Indian","Sankey Road","Fine Dining"
"Banana Fritters","Kerala","Whitefield","Casual Dining"
"Banana Leaf Fish","Singaporean","Electronic City","Casual Dining"
"Banana Leaf Meal","South Indian","Malleshwaram","Quick Bites"
"Banana Nutella","Desserts","JP Nagar","Dessert Parlor"
"Banana Nutella Crepe","Desserts","BTM","Dessert Parlor"
"Banana Pudding","North Indian","Malleshwaram","Casual Dining"
"Banana Smoothie","Pizza","HSR","Casual Dining"
"Banana Smoothie","Pizza","HSR"," Cafe"
"Banana Smoothie","Pizza","Residency Road","Casual Dining"
"Banana Smoothie","Pizza","Residency Road"," Cafe"
"Banana Smoothie","Pizza","Indiranagar","Cafe"
"Banana Smoothie","Pizza","JP Nagar","Casual Dining"
"Banana Smoothie","Pizza","JP Nagar"," Cafe"
"Banana Split","Beverages","Indiranagar","Dessert Parlor"
"Banana Split","Beverages","Residency Road","Dessert Parlor"
"Banana Split","Beverages","Shanti Nagar","Beverage Shop"
"Banana Split","Beverages","Koramangala 7th Block","Dessert Parlor"
"Banana Split","Beverages","New BEL Road","Dessert Parlor"
"Banana Split","Beverages","Basavanagudi","Dessert Parlor"
"Banana Toffee Cheesecake","French","Whitefield","Casual Dining"
"Banana Waffles","Cafe","Basavanagudi","Cafe"
"Banana Walnut","Tea","Jayanagar","Beverage Shop"
"Banana Walnut","Tea","Jayanagar"," Quick Bites"
"Banana Walnut Cake","Bakery","Indiranagar","Cafe"
"Banana Walnut Cake","Bakery","Jayanagar","Dessert Parlor"
"Bang Bang Chicken","Continental","Sarjapur Road","Microbrewery"
"Bang Bang Chicken","Continental","Sarjapur Road"," Casual Dining"
"Bangla Kodi","Andhra","Koramangala 5th Block","Casual Dining"
"Banh Cuon","Vietnamese","Indiranagar","Casual Dining"
"Bannoffee Pie","Cafe","Koramangala 5th Block","Cafe"
"Bannoffee Pie","Cafe","HSR","Quick Bites"
"Bannoffee Pie","Cafe","Indiranagar","Dessert Parlor"
"Bannoffee Pie","Cafe","Indiranagar"," Cafe"
"Bannoffee Pie","Cafe","Ulsoor","Cafe"
"Banoffee Shake","Desserts","HSR","Dessert Parlor"
"Barbecue Chicken Burger","Cafe","Indiranagar","Quick Bites"
"Barbecue Chicken Burger","Cafe","Indiranagar"," Beverage Shop"
"Barbecue Chicken Burger","Cafe","JP Nagar","Cafe"
"Barbecue Chicken Wings","Continental","Koramangala 5th Block","Casual Dining"
"Barbecue Chicken Wings","Continental","Koramangala 5th Block","Cafe"
"Barbecue Chicken Wings","Continental","Koramangala 5th Block","Lounge"
"Barbecue Wings","American","Brigade Road","Casual Dining"
"Barbecue Wings","American","Brigade Road"," Pub"
"Barbeque Burger","Cafe","Koramangala 1st Block","Cafe"
"Barbeque Chicken","North Indian","Koramangala 5th Block","Casual Dining"
"Barbeque Chicken","North Indian","HSR","Quick Bites"
"Barbeque Chicken","North Indian","Indiranagar","Casual Dining"
"Barbeque Chicken","North Indian","Indiranagar"," Cafe"
"Barbeque Chicken","North Indian","New BEL Road","Casual Dining"
"Barbeque Chicken","North Indian","New BEL Road"," Cafe"
"Barbeque Chicken","North Indian","Sarjapur Road","Quick Bites"
"Barbeque Chicken","North Indian","Frazer Town","Casual Dining"
"Barbeque Chicken","North Indian","Bannerghatta Road","Casual Dining"
"Barbeque Chicken","North Indian","Old Airport Road","Casual Dining"
"Barbeque Chicken","North Indian","HSR","Cafe"
"Barbeque Chicken","North Indian","Whitefield","Casual Dining"
"Barbeque Chicken","North Indian","Koramangala 6th Block","Quick Bites"
"Barbeque Chicken","North Indian","JP Nagar","Casual Dining"
"Barbeque Chicken","North Indian","Electronic City","Casual Dining"
"Barbeque Chicken Pizza","Pizza","HSR","Casual Dining"
"Barbeque Chicken Pizza","Pizza","HSR"," Cafe"
"Barbeque Chicken Pizza","Pizza","Domlur","Pub"
"Barbeque Chicken Pizza","Pizza","Domlur"," Microbrewery"
"Barbeque Chicken Pizza","Pizza","Kammanahalli","Casual Dining"
"Barbeque Chicken Pizza","Pizza","Kammanahalli"," Cafe"
"Barbeque Chicken Pizza","Pizza","HSR","Cafe"
"Barbeque Chicken Pizza","Pizza","Brookefield","Casual Dining"
"Barbeque Chicken Pizza","Pizza","Brookefield"," Cafe"
"Barbeque Chicken Pizza","Pizza","Koramangala 5th Block","Casual Dining"
"Barbeque Chicken Pizza","Pizza","Basavanagudi","Casual Dining"
"Barbeque Chicken Pizza","Pizza","Basavanagudi"," Cafe"
"Barbeque Chicken Pizza","Pizza","Marathahalli","Casual Dining"
"Barbeque Chicken Pizza","Pizza","Marathahalli"," Cafe"
"Barbeque Chicken Pizza","Pizza","Koramangala 4th Block","Bar"
"Barbeque Chicken Pizza","Pizza","Koramangala 4th Block"," Casual Dining"
"Barfi","Continental","BTM","Casual Dining"
"Barfi","Continental","Kammanahalli","Quick Bites"
"Barfi","Continental","BTM","Sweet Shop"
"Barfi","Continental","BTM"," Quick Bites"
"Basanti Pulao","Bengali","Marathahalli","Delivery"
"Basanti Pulao","Bengali","BTM","Quick Bites"
"Basanti Pulao","Bengali","BTM","Casual Dining"
"Basanti Pulao","Bengali","Koramangala 5th Block","Casual Dining"
"Basil Chicken","Chinese","Indiranagar","Casual Dining"
"Basil Chicken","Chinese","Jeevan Bhima Nagar","Casual Dining"
"Basil Chicken","Chinese","Richmond Road","Casual Dining"
"Basil Chicken","Chinese","Banashankari","Casual Dining"
"Basil Chicken","Chinese","Kalyan Nagar","Casual Dining"
"Basil Chicken","Chinese","Kalyan Nagar","Cafe"
"Basil Pannacotta","Asian","Kammanahalli","Casual Dining"
"Basil Pesto","North Indian","Lavelle Road","Casual Dining"
"Basil Pesto","North Indian","Lavelle Road"," Bar"
"Basil Pesto Chicken","Cafe","BTM","Cafe"
"Basil Smoothie","Continental","Sarjapur Road","Takeaway"
"Basil Smoothie","Continental","Sarjapur Road"," Delivery"
"Basil Soup","Cafe","BTM","Cafe"
"Basmati Rice","Biryani","Koramangala 5th Block","Casual Dining"
"Basmati Rice","Biryani","Kammanahalli","Casual Dining"
"Basmati Rice","Biryani","Koramangala 8th Block","Takeaway"
"Basmati Rice","Biryani","Koramangala 8th Block"," Delivery"
"Basmati Rice","Biryani","Sarjapur Road","Delivery"
"Basmati Rice","Biryani","MG Road","Quick Bites"
"Basmati Rice","Biryani","Bannerghatta Road","Casual Dining"
"Basmati Rice","Biryani","Sahakara Nagar","Casual Dining"
"Basmati Rice","Biryani","Koramangala 8th Block","Delivery"
"Basmati Rice","Biryani","JP Nagar","Delivery"
"Basmati Rice","Biryani","Banaswadi","Casual Dining"
"Basmati Rice","Biryani","Old Airport Road","Casual Dining"
"Basmati Rice","Biryani","Marathahalli","Delivery"
"Basmati Rice","Biryani","CV Raman Nagar","Delivery"
"Basmati Rice","Biryani","Whitefield","Delivery"
"Basmati Rice","Biryani","Residency Road","Delivery"
"Basmati Rice","Biryani","Kammanahalli","Delivery"
"Basmati Rice","Biryani","Whitefield","Takeaway"
"Basmati Rice","Biryani","Whitefield"," Delivery"
"Bati Churma","North Indian","Nagawara","Casual Dining"
"Bati Churma","North Indian","Koramangala 5th Block","Mess"
"Bbq","Mediterranean","Rajajinagar","Casual Dining"
"Bbq","Mediterranean","Rajajinagar"," Bar"
"Bbq Buffet","European","BTM","Casual Dining"
"Bbq Burger","Cafe","Brookefield","Quick Bites"
"Bbq Burger","Cafe","Indiranagar","Quick Bites"
"Bbq Burger","Cafe","JP Nagar","Quick Bites"
"Bbq Burger","Cafe","JP Nagar"," Cafe"
"Bbq Burger","Cafe","Koramangala 6th Block","Quick Bites"
"Bbq Burger","Cafe","Infantry Road","Cafe"
"Bbq Burger","Cafe","Infantry Road"," Casual Dining"
"Bbq Burger","Cafe","Koramangala 5th Block","Dessert Parlor"
"Bbq Burger","Cafe","Koramangala 5th Block"," Cafe"
"Bbq Chicken","BBQ","JP Nagar","Casual Dining"
"Bbq Chicken","BBQ","Bannerghatta Road","Takeaway"
"Bbq Chicken","BBQ","Bannerghatta Road"," Delivery"
"Bbq Chicken","BBQ","Electronic City","Casual Dining"
"Bbq Chicken","BBQ","BTM","Quick Bites"
"Bbq Chicken","BBQ","New BEL Road","Casual Dining"
"Bbq Chicken","BBQ","New BEL Road"," Cafe"
"Bbq Chicken","BBQ","BTM","Casual Dining"
"Bbq Chicken","BBQ","Whitefield","Casual Dining"
"Bbq Chicken","BBQ","Koramangala 7th Block","Bar"
"Bbq Chicken","BBQ","Koramangala 7th Block"," Casual Dining"
"Bbq Chicken","BBQ","HSR","Quick Bites"
"Bbq Chicken","BBQ","Domlur","Food Court"
"Bbq Chicken","BBQ","Domlur"," Quick Bites"
"Bbq Chicken","BBQ","Sarjapur Road","Casual Dining"
"Bbq Chicken","BBQ","Koramangala 5th Block","Quick Bites"
"Bbq Chicken","BBQ","Kumaraswamy Layout","Casual Dining"
"Bbq Chicken","BBQ","Brookefield","Casual Dining"
"Bbq Chicken","BBQ","Koramangala 8th Block","Quick Bites"
"Bbq Chicken","BBQ","Indiranagar","Casual Dining"
"Bbq Chicken","BBQ","Indiranagar"," Cafe"
"Bbq Chicken","BBQ","Malleshwaram","Food Court"
"Bbq Chicken Pizza","Cafe","Kalyan Nagar","Pub"
"Bbq Chicken Pizza","Cafe","Kalyan Nagar"," Casual Dining"
"Bbq Chicken Pizza","Cafe","Infantry Road","Cafe"
"Bbq Chicken Pizza","Cafe","Infantry Road"," Casual Dining"
"Bbq Chicken Pizza","Cafe","Hennur","Cafe"
"Bbq Chicken Pizza","Cafe","Church Street","Cafe"
"Bbq Chicken Pizza","Cafe","Indiranagar","Bar"
"Bbq Chicken Pizza","Cafe","Indiranagar"," Casual Dining"
"Bbq Chicken Pizza","Cafe","Koramangala 4th Block","Bar"
"Bbq Chicken Pizza","Cafe","Koramangala 4th Block"," Casual Dining"
"Bbq Chicken Pizza","Cafe","Marathahalli","Casual Dining"
"Bbq Chicken Pizza","Cafe","Marathahalli"," Cafe"
"Bbq Chicken Pizza","Cafe","MG Road","Casual Dining"
"Bbq Chicken Pizza","Cafe","Whitefield","Casual Dining"
"Bbq Chicken Pizza","Cafe","HSR","Delivery"
"Bbq Chicken Pizza","Cafe","Old Airport Road","Takeaway"
"Bbq Chicken Pizza","Cafe","Old Airport Road"," Delivery"
"Bbq Mushroom","South Indian","Brigade Road","Casual Dining"
"Bbq Mushroom","South Indian","Brigade Road"," Bar"
"Bbq Pizza","Continental","Bannerghatta Road","Microbrewery"
"Bbq Pizza","Continental","Bannerghatta Road"," Casual Dining"
"Bbq Pizza","Continental","Brigade Road","Bar"
"Bbq Pizza","Continental","Brigade Road"," Casual Dining"
"Bbq Pizza","Continental","Indiranagar","Bar"
"Bbq Pizza","Continental","Indiranagar"," Casual Dining"
"Bbq Pizza","Continental","Indiranagar","Casual Dining"
"Bbq Pizza","Continental","Indiranagar"," Cafe"
"Bbq Platter","Continental","Koramangala 7th Block","Lounge"
"Bbq Platter","Continental","Marathahalli","Microbrewery"
"Bbq Platter","Continental","Marathahalli"," Pub"
"Bbq Pork","Korean","Kalyan Nagar","Casual Dining"
"Bbq Pork Ribs","Chinese","Kammanahalli","Casual Dining"
"Bbq Prawns","European","Marathahalli","Casual Dining"
"Bbq Sandwich","Cafe","Koramangala 3rd Block","Cafe"
"Beda Roti","Biryani","Sarjapur Road","Quick Bites"
"Beda Roti","Biryani","New BEL Road","Quick Bites"
"Beda Roti","Biryani","Indiranagar","Quick Bites"
"Beda Roti","Biryani","Hosur Road","Quick Bites"
"Beda Roti","Biryani","Whitefield","Quick Bites"
"Beda Roti","Biryani","Commercial Street","Quick Bites"
"Beda Roti","Biryani","Ulsoor","Quick Bites"
"Beef Bibimbap","Korean","Kammanahalli","Casual Dining"
"Beef Biryani","Kerala","BTM","Quick Bites"
"Beef Biryani","Kerala","Richmond Road","Quick Bites"
"Beef Biryani","Kerala","Kammanahalli","Mess"
"Beef Biryani","Kerala","Bellandur","Quick Bites"
"Beef Biryani","Kerala","Kammanahalli","Quick Bites"
"Beef Biryani","Kerala","Yeshwantpur","Quick Bites"
"Beef Bulgogi","Korean","Indiranagar","Casual Dining"
"Beef Bulgogi","Korean","Kalyan Nagar","Casual Dining"
"Beef Burger","American","Koramangala 3rd Block","Cafe"
"Beef Burger","American","Indiranagar","Quick Bites"
"Beef Burger","American","Church Street","Quick Bites"
"Beef Burger","American","Infantry Road","Cafe"
"Beef Burger","American","Koramangala 5th Block","Cafe"
"Beef Burger","American","Indiranagar","Cafe"
"Beef Burger","American","Hennur","Quick Bites"
"Beef Burger","American","Kammanahalli","Cafe"
"Beef Burger","American","Whitefield","Pub"
"Beef Burger","American","Whitefield"," Microbrewery"
"Beef Burger","American","Bannerghatta Road","Delivery"
"Beef Burger","American","Indiranagar"," Beverage Shop"
"Beef Burger","American","Kalyan Nagar","Cafe"
"Beef Burger","American","Bellandur","Cafe"
"Beef Burger","American","Frazer Town","Takeaway"
"Beef Burger","American","Frazer Town"," Delivery"
"Beef Chilli","Chinese","Koramangala 6th Block","Pub"
"Beef Chilli","Chinese","Koramangala 6th Block"," Casual Dining"
"Beef Chilli","Chinese","Cunningham Road","Casual Dining"
"Beef Chilli","Chinese","Kalyan Nagar","Microbrewery"
"Beef Chilli","Chinese","Kalyan Nagar"," Casual Dining"
"Beef Chilli","Chinese","Banaswadi","Pub"
"Beef Chilli","Chinese","Brigade Road","Pub"
"Beef Chilli","Chinese","Brigade Road"," Casual Dining"
"Beef Chilli","Chinese","Vasanth Nagar","Pub"
"Beef Chilli","Chinese","Koramangala 5th Block","Casual Dining"
"Beef Chilli","Chinese","Koramangala 5th Block"," Microbrewery"
"Beef Chilli","Chinese","Lavelle Road","Pub"
"Beef Chilli","Chinese","Koramangala 7th Block","Quick Bites"
"Beef Chilli","Chinese","Koramangala 5th Block","Pub"
"Beef Chilli","Chinese","Koramangala 5th Block"," Casual Dining"
"Beef Chilli","Chinese","Frazer Town","Delivery"
"Beef Curry","Kerala","Kammanahalli","Mess"
"Beef Curry","Kerala","BTM","Mess"
"Beef Curry","Kerala","Kammanahalli","Quick Bites"
"Beef Curry","Kerala","Sarjapur Road","Casual Dining"
"Beef Fry","Kerala","Kammanahalli","Mess"
"Beef Fry","Kerala","HSR","Casual Dining"
"Beef Fry","Kerala","Koramangala 5th Block","Pub"
